time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2007-07-26T21:05:09.790Z,13.106,-88.702,79,4.6,md,19,112.5,,1.2,us,usp000fh5d,2014-11-07T01:33:04.161Z,offshore El Salvador,earthquake,,13.4,,,reviewed,us,snet
2007-07-14T08:52:37.230Z,16.678,-86.121,28.7,4.3,mb,41,95.2,,1.23,us,usp000fg4y,2014-11-07T01:32:57.415Z,offshore Honduras,earthquake,,,,16,reviewed,us,us
2007-07-12T14:44:53.570Z,13.02,-88.435,84.1,4.8,mb,108,33.9,,1.1,us,usp000fg1c,2014-11-07T01:32:56.942Z,offshore El Salvador,earthquake,,5.6,,65,reviewed,us,us
2007-06-28T10:44:10.350Z,12.945,-89.127,73.4,4.3,md,6,132.2,,1.46,us,usp000ff11,2014-11-07T01:32:46.699Z,offshore El Salvador,earthquake,,16.7,,,reviewed,us,snet
2007-06-26T15:55:27.290Z,13.017,-89.212,49.5,4.6,mb,25,119.5,,1.41,us,usp000fex4,2014-11-07T01:32:46.131Z,offshore El Salvador,earthquake,,16.7,,11,reviewed,us,us
2007-06-05T03:04:37.430Z,13.435,-88.358,124.4,4.3,md,18,104.1,,0.87,us,usp000fdd3,2014-11-07T01:32:39.232Z,El Salvador,earthquake,,6.8,,,reviewed,us,snet
2007-05-22T10:48:45.430Z,13.074,-88.749,88.2,4.5,mb,37,174.8,,0.89,us,usp000fcg6,2014-11-07T01:32:30.704Z,offshore El Salvador,earthquake,,11.2,,11,reviewed,us,us
2007-05-21T10:29:10.120Z,13.074,-88.625,90.4,3.8,mb,14,174.5,,1.15,us,usp000fced,2014-11-07T01:32:30.510Z,offshore El Salvador,earthquake,,16.2,,1,reviewed,us,us
2007-05-06T04:44:44.860Z,13.033,-88.014,103.9,4.1,mb,26,105,,0.97,us,usp000fbbz,2014-11-07T01:32:24.870Z,offshore El Salvador,earthquake,,9.2,,11,reviewed,us,us
2007-04-15T09:47:02.140Z,13.019,-88.693,86.2,3.7,md,15,118.9,,1.05,us,usp000f9sf,2014-11-07T01:32:12.336Z,offshore El Salvador,earthquake,,11.2,,,reviewed,us,snet
2007-03-27T07:28:14.370Z,15.533,-88.208,40,4.6,mb,61,117.4,,1.02,us,usp000f7kv,2015-03-24T01:47:44.666Z,Honduras,earthquake,,0,,13,reviewed,us,us
2007-03-09T21:01:37.800Z,13.261,-87.387,226.1,5.6,mwb,369,40.9,,1.14,us,usp000f6d2,2016-11-10T01:36:44.663Z,Honduras,earthquake,,,,,reviewed,us,us
2007-02-02T16:28:27.140Z,13.465,-89.393,103.9,4.4,mb,29,85.9,,1.02,us,usp000f459,2014-11-07T01:31:32.848Z,offshore El Salvador,earthquake,,13.7,,20,reviewed,us,us
2007-01-27T09:12:41.180Z,13.321,-89.424,82.1,4.6,mb,10,182.1,,1.72,us,usp000f3r0,2014-11-07T01:31:27.921Z,offshore El Salvador,earthquake,,16.6,,1,reviewed,us,us
2007-01-19T01:43:14.070Z,12.994,-89.132,55.3,5.4,mwc,320,57.8,,1.17,us,usp000f2yn,2016-11-10T01:33:57.186Z,offshore El Salvador,earthquake,,,,,reviewed,us,gcmt
2007-01-02T15:51:39.040Z,13.163,-89.438,73.9,4.4,mb,17,195.2,,1.56,us,usp000f1ju,2015-03-24T02:13:52.071Z,offshore El Salvador,earthquake,,,,8,reviewed,us,us
2006-12-09T00:51:41.900Z,13.006,-89.453,60.2,5.2,mwc,165,55.8,,1.16,us,usp000ezuf,2016-11-10T01:32:16.738Z,offshore El Salvador,earthquake,,5.2,,,reviewed,us,gcmt
2006-12-08T02:39:14.040Z,13.842,-89.274,165.5,3.8,mb,7,192.1,,0.42,us,usp000ezs3,2014-11-07T01:31:06.057Z,El Salvador,earthquake,,16.6,,1,reviewed,us,us
2006-12-02T09:06:04.960Z,13.027,-88.977,80.8,4.1,mb,16,170.6,,1.2,us,usp000ezbj,2014-11-07T01:31:03.604Z,offshore El Salvador,earthquake,,13.1,,4,reviewed,us,us
2006-11-18T07:55:47.450Z,13.052,-88.66,93.1,4.7,mb,9,177.8,,0.75,us,usp000ey48,2014-11-07T01:30:53.417Z,offshore El Salvador,earthquake,,12.2,,1,reviewed,us,us
2006-11-08T04:31:36.940Z,13.592,-88.539,176.5,4,mb,19,231.2,,0.73,us,usp000ewve,2014-11-07T01:30:46.610Z,El Salvador,earthquake,,7.8,,12,reviewed,us,us
2006-11-05T05:20:51.300Z,13.037,-88.512,86.1,4.6,mb,84,109.9,,0.92,us,usp000ewnn,2014-11-07T01:30:45.453Z,offshore El Salvador,earthquake,,6.9,,35,reviewed,us,us
2006-11-01T17:38:32.740Z,13.255,-89.458,62.4,4.7,mb,86,95.8,,1.23,us,usp000ewe6,2014-11-07T01:30:42.198Z,offshore El Salvador,earthquake,,,,34,reviewed,us,us
2006-10-28T00:53:38.320Z,12.936,-87.474,12.6,5.3,mwc,300,81.3,,1.14,us,usp000ew5j,2016-11-10T01:30:13.538Z,near the coast of Nicaragua,earthquake,,,,,reviewed,us,gcmt
2006-10-26T09:36:48.880Z,13.347,-88.613,155.7,4.4,mb,12,166.3,,1.33,us,usp000ew2q,2014-11-07T01:30:38.032Z,El Salvador,earthquake,,11.9,,1,reviewed,us,us
2006-10-25T20:10:32.990Z,13.507,-87.577,28,4.6,mb,19,175.6,,1.18,us,usp000ew17,2014-11-07T01:30:37.888Z,Honduras,earthquake,,13.8,,2,reviewed,us,us
2006-10-25T18:15:26.740Z,13.114,-87.451,15.9,5,mb,130,86.3,,1.1,us,usp000ew12,2015-03-24T00:48:29.371Z,Golfo de Fonseca  Honduras,earthquake,,,,81,reviewed,us,us
2006-10-06T09:13:00.490Z,13.173,-88.84,81.8,4.4,mb,13,168.8,,1.3,us,usp000euk1,2014-11-07T01:30:30.693Z,offshore El Salvador,earthquake,,11.3,,5,reviewed,us,us
2006-08-28T02:46:09.900Z,12.938,-88.562,35,3.9,mb,8,169,,1.52,us,usp000erxu,2014-11-07T01:30:02.670Z,offshore El Salvador,earthquake,,,,2,reviewed,us,us
2006-08-27T16:56:35.750Z,13.38,-88.976,21.9,4.5,mb,15,130.4,,1.29,us,usp000erwr,2014-11-07T01:30:02.520Z,El Salvador,earthquake,,33.8,,5,reviewed,us,us
2006-08-08T11:25:23.650Z,13.844,-89.12,35,4.4,md,6,170.4,,0.72,us,usp000eqgd,2014-11-07T01:29:55.838Z,El Salvador,earthquake,,,,,reviewed,us,snet
2006-08-04T08:34:33.500Z,13.059,-88.159,50.1,4.1,mb,13,166.2,,0.48,us,usp000eq7b,2014-11-07T01:29:54.046Z,offshore El Salvador,earthquake,,24.7,,4,reviewed,us,us
2006-05-26T00:44:11.560Z,12.972,-88.678,55.8,5,mwc,140,71.6,,1.09,us,usp000ehz0,2016-11-10T01:22:51.484Z,offshore El Salvador,earthquake,,,,,reviewed,us,hrv
2006-05-10T23:39:13.580Z,13.061,-88.568,72.5,4.9,mwc,144,58.2,,1.15,us,usp000egth,2016-11-10T01:22:05.973Z,offshore El Salvador,earthquake,,,,,reviewed,us,hrv
2006-04-28T19:07:06.800Z,13.455,-88.789,34.1,4.4,md,9,120,,0.76,us,usp000efqc,2014-11-07T01:28:55.896Z,El Salvador,earthquake,,66.9,,,reviewed,us,snet
2006-04-25T17:16:13.780Z,13.7,-88.291,50.7,4.5,mb,53,129.1,,0.97,us,usp000efgr,2014-11-07T01:28:55.034Z,El Salvador,earthquake,,12.2,,24,reviewed,us,us
2006-04-25T04:51:27.200Z,13.39,-88.435,78.2,4.2,mb,13,189,,0.78,us,usp000effr,2014-11-07T01:28:54.910Z,El Salvador,earthquake,,14.8,,5,reviewed,us,us
2006-04-09T16:27:45.760Z,12.984,-88.909,64,5.3,mwc,211,58.3,,1.09,us,usp000ee1d,2016-11-10T01:20:13.752Z,offshore El Salvador,earthquake,,,,,reviewed,us,hrv
2006-04-05T05:22:43.480Z,12.95,-88.996,56.5,3.9,mb,19,196.3,,1.27,us,usp000edqp,2014-11-07T01:28:43.461Z,offshore El Salvador,earthquake,,29.3,,10,reviewed,us,us
2006-03-16T00:36:43.590Z,12.931,-87.153,180.6,3.6,mb,8,114.1,,0.89,us,usp000ec8e,2014-11-07T01:28:32.011Z,near the coast of Nicaragua,earthquake,,20.4,,1,reviewed,us,us
2006-03-10T11:52:00.010Z,13.113,-88.895,33.4,4.1,mb,16,114.5,,1.05,us,usp000ebvx,2014-11-07T01:28:30.462Z,offshore El Salvador,earthquake,,36.7,,3,reviewed,us,us
2006-03-06T13:37:04.160Z,13.043,-87.59,10,4.7,mb,57,84.5,,1.45,us,usp000ebhz,2014-11-07T01:28:28.962Z,Honduras,earthquake,,,,21,reviewed,us,us
2006-02-20T06:56:09.690Z,13.164,-87.561,10,5.5,mwc,226,60.5,,1.43,us,usp000eae6,2017-04-13T22:19:48.970Z,Golfo de Fonseca  Honduras,earthquake,,,,,reviewed,us,hrv
2006-02-18T20:51:34.600Z,13.363,-87.375,35,4.2,mb,11,195.9,,1.39,us,usp000eaav,2014-11-07T01:28:20.028Z,Honduras,earthquake,,,,7,reviewed,us,us
2006-01-25T17:46:46.000Z,13.168,-87.44,10,3.8,mb,7,148.2,,0.75,us,usp000e8v0,2014-11-07T01:28:09.482Z,Golfo de Fonseca  Honduras,earthquake,,0,,2,reviewed,us,us
2006-01-03T20:34:01.410Z,14.193,-89.457,96.3,4.2,md,12,162.4,,0.86,us,usp000e7hs,2014-11-07T01:28:03.490Z,El Salvador,earthquake,,21.6,,,reviewed,us,snet
2005-12-22T19:18:17.870Z,12.999,-87.302,150.9,4.3,mb,24,153.6,,1.08,us,usp000e6mz,2014-11-07T01:27:55.801Z,Honduras,earthquake,,15.6,,13,reviewed,us,us
2005-12-17T09:27:33.250Z,13.894,-88.52,81.4,3.9,mb,15,172.9,,0.43,us,usp000e6aj,2014-11-07T01:27:54.547Z,El Salvador,earthquake,,29.7,,9,reviewed,us,us
2005-11-20T12:04:45.560Z,13.199,-88.27,51.9,3.9,mb,28,109.6,,1.02,us,usp000e4j6,2014-11-07T01:27:41.456Z,El Salvador,earthquake,,,,13,reviewed,us,us
2005-11-18T03:15:46.880Z,13.298,-89.069,84.7,5.4,mwc,205,42.8,,1.07,us,usp000e4du,2016-11-10T01:14:39.465Z,offshore El Salvador,earthquake,,,,,reviewed,us,hrv
2005-11-04T17:15:20.010Z,13.388,-88.478,107.7,4.4,md,11,123.7,,0.42,us,usp000e3gd,2014-11-07T01:27:35.891Z,El Salvador,earthquake,,14.5,,,reviewed,us,snet
2005-10-28T03:18:25.370Z,13.201,-89.064,57.2,4.7,mb,87,87.2,,1.25,us,usp000e2zq,2014-11-07T01:27:29.763Z,offshore El Salvador,earthquake,,,,46,reviewed,us,us
2005-10-17T23:51:29.820Z,14.789,-88.066,35,3.8,md,6,171.7,,1.44,us,usp000e239,2014-11-07T01:27:25.779Z,Honduras,earthquake,,,,,reviewed,us,snet
2005-10-11T00:59:41.360Z,13.468,-88.122,101.2,4.4,md,12,109.5,,1.12,us,usp000e1jq,2014-11-07T01:27:22.238Z,El Salvador,earthquake,,19.1,,,reviewed,us,snet
2005-10-09T09:16:30.380Z,13.11,-88.701,35,4.1,mb,14,192.1,,1.14,us,usp000e1ch,2014-11-07T01:27:20.442Z,offshore El Salvador,earthquake,,,,6,reviewed,us,us
2005-10-07T17:43:01.630Z,13.295,-89.347,49.7,5.7,mwb,247,37,,1.13,us,usp000e11s,2016-11-10T01:12:37.687Z,offshore El Salvador,earthquake,,,,,reviewed,us,us
2005-09-28T22:48:16.410Z,13.484,-88.754,10,4.8,md,13,119.1,,1.37,us,usp000e0fj,2014-11-07T01:27:11.163Z,El Salvador,earthquake,,,,,reviewed,us,snet
2005-09-23T13:48:30.460Z,16.129,-87.473,23,5.9,mwb,507,45.8,,0.83,us,usp000e010,2016-11-10T01:11:52.705Z,offshore Honduras,earthquake,,,,,reviewed,us,us
2005-08-30T06:17:37.590Z,13.499,-88.924,124.7,4,mb,27,110.6,,0.71,us,usp000dyaw,2014-11-07T01:26:54.503Z,El Salvador,earthquake,,23.3,,12,reviewed,us,us
2005-08-29T22:47:31.240Z,13.182,-87.955,135,3.9,mb,20,99,,1.12,us,usp000dya8,2014-11-07T01:26:54.437Z,El Salvador,earthquake,,,,5,reviewed,us,us
2005-08-27T11:36:02.110Z,13.064,-88.978,95.2,4,mb,13,184,,1.03,us,usp000dy58,2014-11-07T01:26:53.283Z,offshore El Salvador,earthquake,,51,,6,reviewed,us,us
2005-08-10T02:25:39.550Z,13.387,-89.441,65.2,4.1,mb,22,92.2,,1.21,us,usp000dx1j,2014-11-07T01:26:47.802Z,offshore El Salvador,earthquake,,,,5,reviewed,us,us
2005-07-21T07:46:24.900Z,13.357,-88.987,106,4,mb,11,189.7,,0.67,us,usp000dvm6,2014-11-07T01:26:31.425Z,El Salvador,earthquake,,17.5,,3,reviewed,us,us
2005-06-27T06:05:48.760Z,13.265,-89.011,76.3,4.3,mb,48,98.6,,1.13,us,usp000du06,2014-11-07T01:26:17.856Z,offshore El Salvador,earthquake,,,,23,reviewed,us,us
2005-06-23T06:39:38.850Z,13.391,-88.87,82,4.1,mb,14,119.2,,1.09,us,usp000dtqp,2014-11-07T01:26:16.474Z,El Salvador,earthquake,,19.3,,4,reviewed,us,us
2005-06-21T17:04:35.030Z,13.12,-88.516,50,4.5,mb,44,109.9,,0.99,us,usp000dtm6,2014-11-07T01:26:16.083Z,offshore El Salvador,earthquake,,,,20,reviewed,us,us
2005-06-14T10:04:49.370Z,13.106,-87.728,178.3,4.1,mb,14,119.1,,1.13,us,usp000dsy8,2014-11-07T01:26:12.272Z,Honduras,earthquake,,19.9,,4,reviewed,us,us
2005-06-12T09:37:51.700Z,13.303,-87.449,10,3.7,mb,7,178.7,,0.66,us,usp000dssp,2014-11-07T01:26:11.073Z,Honduras,earthquake,,,,3,reviewed,us,us
2005-06-04T21:35:56.080Z,13.155,-88.5,86.4,4.1,mb,29,104.3,,1.02,us,usp000ds7k,2014-11-07T01:26:06.200Z,offshore El Salvador,earthquake,,12.5,,8,reviewed,us,us
2005-06-03T04:03:43.140Z,13.269,-88.273,73.7,4.1,mb,31,84.8,,0.72,us,usp000ds40,2014-11-07T01:26:05.288Z,El Salvador,earthquake,,12.2,,15,reviewed,us,us
2005-03-30T18:40:33.620Z,13.034,-88.811,68.4,4.6,mb,54,85.7,,1.41,us,usp000dkps,2014-11-07T01:25:22.353Z,offshore El Salvador,earthquake,,,,23,reviewed,us,us
2005-03-23T00:05:26.680Z,12.995,-89.073,101.8,4.1,md,8,199.2,,0.8,us,usp000djur,2014-11-07T01:25:17.906Z,offshore El Salvador,earthquake,,18.7,,,reviewed,us,snet
2005-03-20T06:21:27.260Z,13.374,-88.878,104.7,4,mb,26,104.9,,0.84,us,usp000djm6,2014-11-07T01:25:16.796Z,El Salvador,earthquake,,11.2,,10,reviewed,us,us
2005-03-20T03:43:30.070Z,13.481,-89.241,117.2,4,md,9,192.7,,1.19,us,usp000djkz,2014-11-07T01:25:16.784Z,El Salvador,earthquake,,18.9,,,reviewed,us,snet
2005-03-18T08:39:22.010Z,12.981,-88.92,50.1,4.6,mb,92,85.8,,1.24,us,usp000djf1,2014-11-07T01:25:16.043Z,offshore El Salvador,earthquake,,,,35,reviewed,us,us
2005-03-10T13:37:48.780Z,12.932,-88.419,68.5,5.1,mwc,221,44.8,,0.93,us,usp000dhxp,2016-11-10T01:02:31.175Z,offshore El Salvador,earthquake,,,,,reviewed,us,hrv
2005-03-05T16:31:40.290Z,15.696,-88.598,10,4.2,mb,22,134.1,,1.17,us,usp000dhkg,2014-11-07T01:25:11.209Z,Guatemala,earthquake,,,,6,reviewed,us,us
2005-02-27T13:31:25.300Z,13.067,-88.779,58.2,4.2,md,25,123.1,,,us,usp000dh3e,2014-11-07T01:25:04.838Z,offshore El Salvador,earthquake,,,,,reviewed,snet,snet
2005-02-22T06:16:04.580Z,13.209,-87.616,200.9,4.2,mb,15,102.9,,1.18,us,usp000dgqe,2014-11-07T01:25:02.527Z,Golfo de Fonseca  Honduras,earthquake,,17.1,,2,reviewed,us,us
2005-02-17T13:38:48.460Z,13.572,-88.322,202.3,4.5,mb,64,65,,0.97,us,usp000dgc5,2014-11-07T01:25:00.745Z,El Salvador,earthquake,,8.7,,28,reviewed,us,us
2005-02-14T15:00:35.650Z,13.02,-88.796,65.3,4.1,mb,35,119.7,,0.97,us,usp000dg4f,2014-11-07T01:24:59.516Z,offshore El Salvador,earthquake,,,,11,reviewed,us,us
2005-02-12T04:30:55.250Z,13.824,-89.084,10,3.8,mb,14,92.3,,0.65,us,usp000dfyv,2014-11-07T01:24:58.859Z,El Salvador,earthquake,,,,3,reviewed,us,us
2005-02-09T22:22:43.450Z,13.021,-88.168,10,4.3,mb,11,237.3,,0.94,us,usp000dftd,2014-11-07T01:24:57.806Z,offshore El Salvador,earthquake,,,,2,reviewed,us,us
2005-01-24T12:49:05.590Z,16.577,-86.211,25,4.4,mb,37,159.5,,1.32,us,usp000de74,2014-11-07T01:24:44.030Z,offshore Honduras,earthquake,,0,,13,reviewed,us,us
2005-01-22T16:00:34.230Z,13.41,-89.257,100.5,4.4,mb,17,123.6,,1.01,us,usp000de0u,2014-11-07T01:24:42.977Z,offshore El Salvador,earthquake,,9.7,,9,reviewed,us,us
2005-01-16T17:15:41.780Z,13.095,-88.582,93.4,3.9,mb,7,191.4,,0.58,us,usp000ddga,2014-11-07T01:24:39.933Z,offshore El Salvador,earthquake,,16.9,,1,reviewed,us,us
2005-01-15T03:42:00.020Z,12.936,-87.761,10,3.5,mb,16,84.7,,0.68,us,usp000ddc7,2014-11-07T01:24:39.321Z,near the coast of Nicaragua,earthquake,,,,2,reviewed,us,us
2005-01-12T00:15:34.800Z,13.227,-89.429,58.4,3.8,md,20,234.7,,,us,usp000dd4g,2014-11-07T01:24:37.755Z,offshore El Salvador,earthquake,,,,,reviewed,snet,snet
2005-01-09T21:15:21.480Z,15.907,-88.46,11.2,4,mb,22,104,,1.29,us,usp000dcxq,2014-11-07T01:24:36.370Z,offshore Guatemala,earthquake,,32.3,,6,reviewed,us,us
2005-01-06T04:14:47.850Z,13.183,-88.876,122.7,4.4,mb,27,196.8,,0.98,us,usp000dcn2,2014-11-07T01:24:34.925Z,offshore El Salvador,earthquake,,13.8,,21,reviewed,us,us
2005-01-01T01:20:05.360Z,13.785,-88.778,193.1,4.7,mwc,102,84.8,,0.77,us,usp000dcb4,2016-11-10T00:57:24.314Z,El Salvador,earthquake,,7.6,,,reviewed,us,hrv
2004-12-14T18:22:05.210Z,13.291,-89.374,51.8,4.3,mb,45,105.6,,1.34,us,usp000daqb,2014-11-07T01:24:16.894Z,offshore El Salvador,earthquake,,,,12,reviewed,us,us
2004-12-14T12:18:13.700Z,13.894,-88.811,188.2,4.2,mb,13,122.5,,1.25,us,usp000dapp,2014-11-07T01:24:16.835Z,El Salvador,earthquake,,15.7,,2,reviewed,us,us
2004-12-13T15:23:41.010Z,13.385,-89.37,62.3,6,mwc,413,21.8,,1.16,us,usp000damd,2016-11-10T00:54:53.701Z,offshore El Salvador,earthquake,,,,,reviewed,us,hrv
2004-12-11T19:07:57.920Z,13.425,-89.415,105.8,4.6,mb,43,89.1,,1.14,us,usp000dag4,2014-11-07T01:24:15.838Z,offshore El Salvador,earthquake,,12.1,,22,reviewed,us,us
2004-10-24T23:40:23.210Z,13.135,-88.042,183.6,4,mb,16,168.5,,0.8,us,usp000d70s,2014-11-07T01:23:48.871Z,offshore El Salvador,earthquake,,16.9,,7,reviewed,us,us
2004-10-10T21:02:59.200Z,13.15,-89.264,59,3.5,md,18,189.8,,,us,usp000d65r,2014-11-07T01:23:44.315Z,offshore El Salvador,earthquake,,,,,reviewed,snet,snet
2004-10-06T21:20:40.940Z,13.099,-88.484,85.6,4,mb,22,174.2,,1.08,us,usp000d5ww,2014-11-07T01:23:42.811Z,offshore El Salvador,earthquake,,14.7,,7,reviewed,us,us
2004-09-29T06:37:48.240Z,13.793,-88.754,195.7,4.3,mb,22,85.4,,0.63,us,usp000d59v,2014-11-07T01:23:34.696Z,El Salvador,earthquake,,10.8,,8,reviewed,us,us
2004-09-05T07:14:35.300Z,13.05,-89.254,44.9,4.2,md,13,206.9,,,us,usp000d3jw,2014-11-07T01:23:25.601Z,offshore El Salvador,earthquake,,,,,reviewed,snet,snet
2004-08-11T19:15:22.400Z,13.046,-89.421,34.7,4.2,ml,15,264.1,,,us,usp000d1ys,2014-11-07T01:23:11.233Z,offshore El Salvador,earthquake,,,,,reviewed,snet,snet
2004-08-07T10:33:12.020Z,13.585,-88.592,66.9,3.7,md,14,123,,0.93,us,usp000d1pf,2014-11-07T01:23:09.888Z,El Salvador,earthquake,,,,,reviewed,us,snet
2004-08-04T17:24:01.900Z,12.996,-89.436,57.9,3.5,md,10,267.5,,,us,usp000d1fq,2014-11-07T01:23:08.884Z,offshore El Salvador,earthquake,,,,,reviewed,snet,snet
2004-07-16T13:53:17.800Z,12.949,-88.594,66.7,4.2,mb,46,104.4,,1.11,us,usp000d09m,2014-11-07T01:22:54.671Z,offshore El Salvador,earthquake,,4.6,,13,reviewed,us,us
2004-07-11T14:55:16.750Z,12.931,-87.367,170.4,4,mb,8,111,,0.8,us,usp000czyq,2014-11-07T01:22:52.975Z,near the coast of Nicaragua,earthquake,,17.4,,1,reviewed,us,us
2004-07-10T19:49:37.120Z,13.068,-88.433,287.7,4.1,mb,11,120.4,,1.32,us,usp000czxp,2014-11-07T01:22:52.871Z,offshore El Salvador,earthquake,,20.9,,3,reviewed,us,us
2004-07-10T08:13:25.220Z,13.053,-89.112,55.7,4.4,mb,120,48.5,,1.24,us,usp000czwm,2014-11-07T01:22:52.734Z,offshore El Salvador,earthquake,,,,35,reviewed,us,us
2004-07-01T11:48:10.430Z,13.137,-87.862,85,4.1,mb,15,184,,0.5,us,usp000czbh,2014-11-07T01:22:47.997Z,Golfo de Fonseca  El Salvador,earthquake,,,,6,reviewed,us,us
2004-06-22T03:34:00.100Z,13.065,-89.264,51.4,4.1,md,10,212.9,,,us,usp000cyfu,2014-11-07T01:22:40.279Z,offshore El Salvador,earthquake,,,,,reviewed,snet,snet
2004-06-19T14:19:22.460Z,13.382,-89.367,67.1,4.2,mb,37,105.6,,1.11,us,usp000cy8t,2014-11-07T01:22:39.020Z,offshore El Salvador,earthquake,,4.4,,6,reviewed,us,us
2004-06-16T09:48:24.770Z,13.434,-88.616,84.5,3.9,md,12,118.8,,0.91,us,usp000cy0h,2014-11-07T01:22:38.206Z,El Salvador,earthquake,,9.9,,,reviewed,us,snet
2004-06-02T01:09:40.980Z,13.22,-88.63,47.9,4.1,mb,17,127,,1.28,us,usp000cww3,2014-11-07T01:22:30.582Z,El Salvador,earthquake,,,,5,reviewed,us,us
2004-05-28T01:06:01.480Z,13.012,-88.852,50.5,4.6,mb,106,137.7,,1.23,us,usp000cwe4,2014-11-07T01:22:25.381Z,offshore El Salvador,earthquake,,,,31,reviewed,us,us
2004-05-23T02:36:44.590Z,12.947,-88.602,66.5,4.3,md,28,110,,1.13,us,usp000cvyd,2014-11-07T01:22:23.094Z,offshore El Salvador,earthquake,,,,,reviewed,us,snet
2004-05-18T03:31:35.580Z,13.241,-89.324,61.1,3.5,mb,10,167.4,,1.09,us,usp000cvdz,2014-11-07T01:22:20.605Z,offshore El Salvador,earthquake,,19.4,,2,reviewed,us,us
2004-05-08T09:16:41.850Z,12.987,-87.321,10,4.1,mb,27,122.1,,1.3,us,usp000cuev,2014-11-07T01:22:15.917Z,Golfo de Fonseca  Honduras,earthquake,,,,13,reviewed,us,us
2004-05-06T13:29:25.340Z,12.949,-88.363,92.6,4,mb,28,128.7,,0.85,us,usp000cu9v,2014-11-07T01:22:15.210Z,offshore El Salvador,earthquake,,12.2,,15,reviewed,us,us
2004-05-04T19:54:24.820Z,13.058,-88.519,66.5,4.4,mb,34,84.2,,1,us,usp000cu68,2014-11-07T01:22:14.678Z,offshore El Salvador,earthquake,,,,7,reviewed,us,us
2004-04-22T19:23:15.930Z,13.866,-85.868,35,4.2,mb,18,106.9,,1.07,us,usp000ct5c,2014-11-07T01:22:04.405Z,Nicaragua,earthquake,,,,5,reviewed,us,us
2004-04-22T19:22:05.510Z,13.656,-86,35,4.2,mb,16,107.8,,1.25,us,usp000ct5b,2014-11-07T01:22:04.403Z,Nicaragua,earthquake,,,,4,reviewed,us,us
2004-04-22T16:46:43.450Z,13.264,-88.249,110.3,4.3,md,24,111.7,,1.18,us,usp000ct53,2014-11-07T01:22:04.376Z,El Salvador,earthquake,,12.2,,,reviewed,us,casc
2004-03-06T04:34:12.650Z,13.347,-88.823,102.7,4.1,md,23,104.8,,1.06,us,usp000cp72,2014-11-07T01:21:38.860Z,El Salvador,earthquake,,13.3,,,reviewed,us,snet
2004-02-15T14:49:07.230Z,13.312,-87.64,10,3.4,mb,9,179.7,,1.19,us,usp000cm8n,2014-11-07T01:21:21.531Z,Honduras,earthquake,,0,,1,reviewed,us,us
2004-02-14T05:00:11.280Z,12.992,-88.76,89.2,4.2,mb,40,104.6,,1.09,us,usp000cm50,2014-11-07T01:21:21.075Z,offshore El Salvador,earthquake,,16.8,,12,reviewed,us,us
2004-02-09T05:27:30.970Z,13.099,-88.854,63.6,4.5,mb,39,107.1,,1.33,us,usp000cktb,2014-11-07T01:21:19.745Z,offshore El Salvador,earthquake,,,,14,reviewed,us,us
2004-01-30T03:49:21.800Z,12.997,-88.189,15,3.8,md,11,135.2,,0.62,us,usp000cjzm,2014-11-07T01:21:10.357Z,offshore El Salvador,earthquake,,0,,,reviewed,us,snet
2004-01-18T19:23:55.190Z,13.172,-87.641,52.8,3.7,mb,10,263.4,,0.8,us,usp000cj6y,2014-11-07T01:21:05.870Z,Honduras,earthquake,,,,3,reviewed,us,us
2004-01-02T18:40:38.220Z,13.263,-88.581,145.6,3.8,md,18,123.7,,0.76,us,usp000cgw8,2014-11-07T01:20:56.765Z,El Salvador,earthquake,,23.2,,,reviewed,us,snet
2003-12-23T15:37:27.020Z,12.968,-88.282,86.4,4.6,mb,86,148.3,,1.22,us,usp000cfw3,2014-11-07T01:20:48.288Z,offshore El Salvador,earthquake,,3.5,,21,reviewed,us,us
2003-12-18T17:52:44.970Z,13.651,-88.77,33,4.3,mb,18,113.6,,1.42,us,usp000cfgr,2014-11-07T01:20:46.685Z,El Salvador,earthquake,,,,8,reviewed,us,us
2003-11-22T12:54:53.710Z,13.019,-87.841,33,4,mb,18,125.9,,1.01,us,usp000cdnv,2014-11-07T01:20:32.582Z,offshore El Salvador,earthquake,,,,7,reviewed,us,us
2003-11-20T10:17:04.780Z,13.447,-88.157,33,3.6,mb,11,263.2,,0.69,us,usp000cdg0,2014-11-07T01:20:31.740Z,El Salvador,earthquake,,,,3,reviewed,us,us
2003-11-11T08:22:27.950Z,12.948,-88.135,33,4.2,md,12,247.3,,1.35,us,usp000ccks,2014-11-07T01:20:27.204Z,offshore El Salvador,earthquake,,,,,reviewed,us,snet
2003-11-08T14:49:05.090Z,13.004,-88.814,33,3.8,md,11,150.8,,1.46,us,usp000ccca,2014-11-07T01:20:25.804Z,offshore El Salvador,earthquake,,,,,reviewed,us,snet
2003-11-03T17:08:30.750Z,13.124,-88.447,33,4.1,mb,10,231.5,,1.2,us,usp000cbzt,2014-11-07T01:20:24.079Z,offshore El Salvador,earthquake,,,,1,reviewed,us,us
2003-10-30T16:20:55.250Z,13.398,-87.707,33,4.2,mb,19,162.4,,1.37,us,usp000cbna,2014-11-07T01:20:17.419Z,Honduras,earthquake,,,,11,reviewed,us,us
